Date,Open,High,Low,Close,Volume,Adj Close
18/07/2006,4947.5,4963.6,4921.9,4921.9,524503300,4921.9
17/07/2006,4960.9,4961.4,4905,4954.2,441044900,4954.2
14/07/2006,5061.5,5061.5,4965.9,4965.9,586700000,4965.9
13/07/2006,5125.2,5125.9,5083.5,5083.5,609077800,5083.5
12/07/2006,5114,5138.6,5114,5126.6,512594100,5126.6
11/07/2006,5135.7,5135.7,5091.1,5104.4,519096600,5104.4
10/07/2006,5122.4,5139.4,5114.9,5139.4,442303000,5139.4
7/07/2006,5123,5142.9,5112.3,5132.5,585242400,5132.5
6/07/2006,5083,5116.6,5050.8,5116.2,591734800,5116.2
5/07/2006,5100.9,5121,5089.3,5093.1,465910800,5093.1
4/07/2006,5098.2,5126.5,5098.2,5099.8,534062200,5099.8
3/07/2006,5070.6,5088.4,5058.1,5087.5,595434500,5087.5
30/06/2006,5024.4,5107.3,5024.4,5068.9,1037680200,5068.9
29/06/2006,4947.9,4991.8,4946.8,4991.8,587444300,4991.8
28/06/2006,4970,4970.3,4917.5,4941.9,544637300,4941.9
27/06/2006,4971.6,5016.2,4971.6,4993.8,639839000,4993.8
26/06/2006,4962.7,4963.4,4941.5,4960.2,482391000,4960.2
23/06/2006,4997.8,4997.8,4949.4,4959.8,521504600,4959.8
22/06/2006,4931,5005.9,4931,5004.8,716558700,5004.8
21/06/2006,4872,4918.9,4872,4913.8,572080700,4913.8
20/06/2006,4884.2,4889.5,4838.2,4856.3,606219000,4856.3
19/06/2006,4953.5,4953.9,4896.8,4896.8,471561700,4896.8
16/06/2006,4896.7,4970,4896.7,4962.8,573142500,4962.8
15/06/2006,4842.7,4899.1,4842.7,4863,1157886800,4863
14/06/2006,4807.7,4867.9,4749.9,4842.5,750005100,4842.5
13/06/2006,4936.1,4936.1,4832.7,4832.7,668330400,4832.7
9/06/2006,4903,4960,4900.4,4959.9,756055800,4959.9
8/06/2006,5011.8,5011.8,4903.8,4903.8,787139400,4903.8
7/06/2006,5025.9,5029.9,5003,5022.1,545454700,5022.1
6/06/2006,5090.7,5090.7,5026.4,5033.2,665044900,5033.2
5/06/2006,5077.8,5116.2,5076,5116.1,516497600,5116.1
2/06/2006,5060.1,5085.3,5036.9,5072.8,604628400,5072.8
1/06/2006,5016,5057.2,5015.8,5057.2,603978100,5057.2
31/05/2006,5076.3,5076.4,4999.9,4999.9,904645800,4999.9
30/05/2006,5105.1,5107.1,5085.7,5101.8,483318900,5101.8
29/05/2006,5066.6,5105.6,5066.6,5105.6,435186700,5105.6
26/05/2006,4998.9,5049.4,4998.1,5049.4,803672000,5049.4
25/05/2006,5019.4,5020.5,4972.4,4972.4,616600900,4972.4
24/05/2006,5012.7,5058,5012.7,5033.6,733553000,5033.6
23/05/2006,5013.2,5032.3,4997.4,5007.9,657495500,5007.9
22/05/2006,5100,5102.7,5024.3,5025.9,616501900,5025.9
18/05/2006,5181,5181,5093.4,5117,942035600,5117
16/05/2006,5233.7,5234.7,5190.5,5215.1,769056800,5215.1
15/05/2006,5298.7,5298.7,5230.6,5235.7,562278800,5235.7
12/05/2006,5354.1,5354.5,5316.8,5332.1,545655700,5332.1
11/05/2006,5366.4,5382.4,5348.5,5366.2,611046400,5366.2
10/05/2006,5356,5407.4,5350.1,5354.1,646770200,5354.1
9/05/2006,5322,5332.2,5315.8,5326.5,587627300,5326.5
8/05/2006,5276.6,5328.7,5276.6,5325,564314400,5325
5/05/2006,5209.4,5256.8,5209.4,5256.8,538740200,5256.8
4/05/2006,5274.4,5274.4,5190.3,5190.3,713149400,5190.3
3/05/2006,5282.4,5286.6,5255.7,5274.5,592626100,5274.5
2/05/2006,5311.5,5313.3,5265.6,5273.4,617393900,5273.4
28/04/2006,5300,5300,5245.9,5258.4,843115800,5258.4
27/04/2006,5320.1,5335.9,5299.9,5299.9,690046300,5299.9
26/04/2006,5265.3,5334,5263.2,5326.5,696582400,5326.5
24/04/2006,5250.5,5289.8,5250.5,5269.1,441892900,5269.1
21/04/2006,5276.3,5276.3,5239.8,5248.9,660083900,5248.9
20/04/2006,5281.1,5285,5243.5,5276.1,683157800,5276.1
19/04/2006,5268.8,5300.4,5268.8,5282.4,780380000,5282.4
18/04/2006,5187.9,5248.5,5187.5,5247.6,542976100,5247.6
13/04/2006,5182.4,5205.3,5158.2,5174.7,364291800,5174.7
12/04/2006,5219,5219.5,5172.7,5182.3,603609100,5182.3
11/04/2006,5190.8,5238,5190.8,5231.8,586243200,5231.8
10/04/2006,5225.4,5225.4,5178.7,5190.6,471287400,5190.6
7/04/2006,5236.4,5239.6,5222,5230.5,589380400,5230.5
6/04/2006,5212.1,5244.9,5212.1,5235.5,668776300,5235.5
5/04/2006,5162.5,5203.5,5155.7,5203.5,639395600,5203.5
4/04/2006,5190.5,5213.6,5159.5,5159.5,643457600,5159.5
3/04/2006,5125.1,5176.9,5119.5,5176.9,554431800,5176.9
31/03/2006,5124.8,5136.4,5106,5127.2,945126800,5127.2
30/03/2006,5088.1,5117.9,5088.1,5111.8,803961300,5111.8
29/03/2006,5075.5,5094.6,5060.6,5087.1,632341300,5087.1
28/03/2006,5081.4,5100.3,5066.6,5082.1,715794200,5082.1
27/03/2006,5045.4,5083.5,5045.4,5083.5,670988400,5083.5
21/03/2006,4991.2,4998.3,4980.8,4987.1,617161600,4987.1
20/03/2006,4976.7,5001.2,4976.7,4995.7,502990700,4995.7
17/03/2006,4982,4993.2,4966,4967.6,571641400,4967.6
15/03/2006,4941.1,4959.6,4933.5,4942.4,643719800,4942.4
14/03/2006,4946.7,4957.6,4928.9,4928.9,528576600,4928.9
13/03/2006,4885.8,4947.7,4885.8,4947.7,441429900,4947.7
9/03/2006,4866.5,4894,4850,4890.9,638519300,4890.9
8/03/2006,4866.1,4874.3,4843,4870.6,567466400,4870.6
7/03/2006,4891.7,4891.7,4855.3,4877.7,519861300,4877.7
6/03/2006,4895.4,4903,4867.8,4902.2,421658500,4902.2
3/03/2006,4903.7,4936,4895.1,4896.2,519455900,4896.2
2/03/2006,4853.7,4903.9,4846.9,4900.6,751414400,4900.6
1/03/2006,4910.1,4911,4847.9,4847.9,667621200,4847.9
28/02/2006,4920.3,4923.1,4896.7,4917.8,638741500,4917.8
27/02/2006,4891.2,4920.4,4888.5,4920.4,621657800,4920.4
24/02/2006,4896,4897.9,4876.9,4889.7,732603100,4889.7
23/02/2006,4893,4924,4893,4908.9,703285300,4908.9
22/02/2006,4878.3,4896.8,4872.9,4882.2,663252900,4882.2
20/02/2006,4810.4,4831.2,4802.5,4831.2,501693600,4831.2
17/02/2006,4818.4,4840.4,4792.3,4795.7,516027000,4795.7
16/02/2006,4823.3,4824,4786.5,4815.4,550624400,4815.4
15/02/2006,4878.1,4889.4,4830.1,4830.4,548674900,4830.4
14/02/2006,4813.9,4858,4809.8,4858,656518400,4858
13/02/2006,4850.9,4854.2,4807,4812.5,491421600,4812.5
10/02/2006,4880.3,4906.6,4864,4866.8,539505300,4866.8
9/02/2006,4834.2,4872,4833.8,4872,576585000,4872
8/02/2006,4896.1,4896.1,4819.8,4826.1,677627500,4826.1
7/02/2006,4914.2,4919.1,4887,4901.4,532360100,4901.4
6/02/2006,4874.7,4911.1,4863,4911.1,425545300,4911.1
3/02/2006,4897.9,4901.4,4841.8,4880,530515600,4880
2/02/2006,4959.4,4977.9,4901.7,4901.7,669948500,4901.7
1/02/2006,4933.3,4952.6,4932.2,4952.6,550387200,4952.6
31/01/2006,4939.7,4959.4,4922.7,4925.6,608386100,4925.6
30/01/2006,4915.8,4942.6,4915.8,4938.3,529524800,4938.3
25/01/2006,4824.7,4864.2,4820.8,4856.6,650238300,4856.6
24/01/2006,4810.1,4823,4800.4,4820.8,548418000,4820.8
23/01/2006,4844.1,4844.1,4768.7,4807.9,442469300,4807.9
20/01/2006,4846.7,4859.4,4841.3,4849.8,521613200,4849.8
19/01/2006,4785.1,4835.7,4773.1,4835.7,577144100,4835.7
16/01/2006,4834.3,4852.2,4824.5,4831,404566200,4831
13/01/2006,4827.3,4832.7,4812.4,4830.7,375699600,4830.7
12/01/2006,4835.7,4851.1,4821.3,4830.7,493180000,4830.7
11/01/2006,4808.7,4841.1,4808.1,4831.3,473917000,4831.3
10/01/2006,4823.3,4831.1,4798.5,4810.2,500007500,4810.2
9/01/2006,4796.5,4828,4796.3,4824.9,402722900,4824.9
6/01/2006,4806.4,4806.4,4777.8,4784,338367400,4784
4/01/2006,4779.7,4816.2,4779.7,4813.2,433923200,4813.2
3/01/2006,4755.5,4775.5,4744.7,4768.8,228656500,4768.8
